x,poly4
-0.21211423012855493,25.334787295276875
-0.21126755941230968,26.750037015391875
-0.2104208886960644,28.168453474526252
-0.20957421797981915,29.589930849219378
-0.20872754726357387,31.014363742016947
-0.20788087654732862,32.44164718147085
-0.20703420583108334,33.871676622139915
-0.2061875351148381,35.30434794458875
-0.2053408643985928,36.73955745538879
-0.20449419368234756,38.17720188711763
-0.20364752296610228,39.61717839835943
-0.20280085224985703,41.05938457370452
-0.20195418153361178,42.50371842374993
-0.2011075108173665,43.9500783850988
-0.20026084010112125,45.39836332036085
-0.19941416938487597,46.84847251815217
-0.19856749866863072,48.30030569309511
-0.19772082795238544,49.75376298581864
-0.19687415723614018,51.20874496295789
-0.1960274865198949,52.665152617154526
-0.19518081580364965,54.12288736705661
-0.19433414508740438,55.581851057318566
-0.19348747437115912,57.041945958601154
-0.19264080365491384,58.50307476757178
-0.1917941329386686,59.96514060690389
-0.19094746222242334,61.428047025277436
-0.19010079150617806,62.891697997379055
-0.1892541207899328,64.35599792390146
-0.18840745007368753,65.82085163154376
-0.18756077935744228,67.28616437301167
-0.186714108641197,68.75184182701713
-0.18586743792495175,70.21779009827854
-0.18502076720870647,71.68391571752073
-0.18417409649246122,73.15012564147474
-0.18332742577621594,74.61632725287836
-0.1824807550599707,76.0824283604754
-0.1816340843437254,77.54833719901626
-0.18078741362748016,79.01396242925783
-0.1799407429112349,80.47921313796307
-0.17909407219498963,81.94399883790172
-0.17824740147874435,83.40822946784968
-0.17740073076249913,84.87181539258918
-0.17655406004625385,86.33466740290916
-0.17570738933000857,87.7966967156047
-0.1748607186137633,89.25781497347728
-0.17401404789751806,90.71793424533476
-0.17316737718127279,92.17696702599171
-0.1723207064650275,93.63482623626874
-0.17147403574878223,95.09142522299288
-0.170627365032537,96.5466777589977
-0.16978069431629172,98.00049804312317
-0.16893402360004645,99.45280070021568
-0.16808735288380122,100.90350078112769
-0.16724068216755594,102.3525137627185
-0.16639401145131066,103.79975554785364
-0.16554734073506538,105.24514246540487
-0.16470067001882016,106.68859127025044
-0.16385399930257488,108.1300191432752
